"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.108108568E0,-3.430891037E0,7.206547260E-1,9.186552048E0,9.832756229E0
6.110109583E0,-3.435679436E0,7.206547260E-1,9.186552048E0,9.834428044E0
6.112110990E0,-3.440467834E0,7.230489254E-1,9.193734169E0,9.842985657E0
6.114111966E0,-3.440467834E0,7.254431248E-1,9.186552048E0,9.836453892E0
6.116112318E0,-3.440467834E0,7.350199223E-1,9.186552048E0,9.837164822E0
6.118112747E0,-3.447650433E0,7.254431248E-1,9.186552048E0,9.838968430E0
6.120112865E0,-3.454833031E0,7.182605267E-1,9.191340446E0,9.845430852E0
6.122112669E0,-3.447650433E0,7.326257229E-1,9.186552048E0,9.839500622E0
6.124112787E0,-3.442862034E0,7.230489254E-1,9.186552048E0,9.837115291E0
6.126112865E0,-3.454833031E0,7.230489254E-1,9.186552048E0,9.841311373E0
6.128113568E0,-3.457227230E0,7.158663273E-1,9.184157372E0,9.839391818E0
6.130114310E0,-3.445256233E0,7.182605267E-1,9.186552048E0,9.837602717E0
6.132114505E0,-3.450044632E0,7.158663273E-1,9.188945770E0,9.841341216E0
6.134114466E0,-3.450044632E0,7.158663273E-1,9.184157372E0,9.836870396E0
6.136114349E0,-3.450044632E0,7.158663273E-1,9.200917244E0,9.852520017E0
6.138114818E0,-3.440467834E0,7.206547260E-1,9.191340446E0,9.840574239E0
6.140113802E0,-3.445256233E0,7.158663273E-1,9.176975250E0,9.828485634E0
6.142112865E0,-3.450044632E0,7.110779285E-1,9.181763649E0,9.834288154E0
6.144113255E0,-3.452438831E0,7.086837292E-1,9.184157372E0,9.837190307E0
6.146113685E0,-3.452438831E0,7.015010715E-1,9.176975250E0,9.829970111E0
6.148113724E0,-3.447650433E0,7.062895298E-1,9.179368973E0,9.830867365E0
6.150113568E0,-3.450044632E0,7.158663273E-1,9.196128845E0,9.848048451E0
6.152112943E0,-3.454833031E0,7.038952708E-1,9.198522568E0,9.851099292E0
6.154111497E0,-3.450044632E0,7.110779285E-1,9.198522568E0,9.849936914E0
6.156110404E0,-3.450044632E0,7.182605267E-1,9.188945770E0,9.841515661E0
6.158109583E0,-3.452438831E0,7.158663273E-1,9.176975250E0,9.831005708E0
6.160108607E0,-3.457227230E0,7.086837292E-1,9.196128845E0,9.850047639E0
6.162107865E0,-3.440467834E0,7.158663273E-1,9.196128845E0,9.844697520E0
6.164105912E0,-3.445256233E0,7.182605267E-1,9.186552048E0,9.837602717E0
6.166104779E0,-3.440467834E0,7.206547260E-1,9.188945770E0,9.838337589E0
6.168103685E0,-3.452438831E0,7.086837292E-1,9.188945770E0,9.841660982E0
6.170103412E0,-3.454833031E0,7.182605267E-1,9.196128845E0,9.849901278E0
6.172102474E0,-3.457227230E0,7.158663273E-1,9.210494041E0,9.863979177E0
6.174101888E0,-3.454833031E0,7.206547260E-1,9.205705643E0,9.859017744E0
6.176101771E0,-3.462015629E0,7.158663273E-1,9.200917244E0,9.856718264E0
6.178101693E0,-3.462015629E0,7.110779285E-1,9.198522568E0,9.854136262E0
6.180101654E0,-3.462015629E0,7.062895298E-1,9.193734169E0,9.849322062E0
6.182101497E0,-3.462015629E0,7.182605267E-1,9.188945770E0,9.845718601E0
6.184101107E0,-3.457227230E0,7.158663273E-1,9.193734169E0,9.848331467E0
6.186099779E0,-3.450044632E0,7.182605267E-1,9.179368973E0,9.832574479E0
6.188100208E0,-3.462015629E0,7.230489254E-1,9.181763649E0,9.839366629E0
6.190100052E0,-3.462015629E0,7.230489254E-1,9.188945770E0,9.846069080E0
6.192099115E0,-3.459621429E0,7.182605267E-1,9.188945770E0,9.844876992E0
6.194098529E0,-3.464409828E0,7.158663273E-1,9.179368973E0,9.837449608E0
6.196098255E0,-3.454833031E0,7.062895298E-1,9.186552048E0,9.840094242E0
6.198098412E0,-3.442862034E0,7.038952708E-1,9.179368973E0,9.829017361E0
6.200098607E0,-3.450044632E0,7.134721279E-1,9.172186852E0,9.825520957E0
6.202098685E0,-3.450044632E0,7.158663273E-1,9.174580574E0,9.827929653E0
6.204098607E0,-3.440467834E0,7.134721279E-1,9.165003777E0,9.815454937E0
6.206098646E0,-3.435679436E0,7.158663273E-1,9.165003777E0,9.813951906E0
6.208098997E0,-3.440467834E0,7.110779285E-1,9.174580574E0,9.824224114E0
6.210098997E0,-3.442862034E0,7.206547260E-1,9.167398453E0,9.819054772E0
6.212099115E0,-3.445256233E0,7.158663273E-1,9.169792175E0,9.821779047E0
6.214098646E0,-3.438073635E0,7.158663273E-1,9.172186852E0,9.821498183E0
6.216098333E0,-3.445256233E0,7.158663273E-1,9.167398453E0,9.819544261E0
6.218097747E0,-3.442862034E0,7.086837292E-1,9.162610054E0,9.813712581E0
6.220097279E0,-3.435679436E0,7.158663273E-1,9.174580574E0,9.822896034E0
6.222097396E0,-3.430891037E0,7.254431248E-1,9.174580574E0,9.821924951E0
6.224098021E0,-3.433285236E0,7.206547260E-1,9.169792175E0,9.817936610E0
6.226098372E0,-3.435679436E0,7.110779285E-1,9.181763649E0,9.829257790E0
6.228098216E0,-3.438073635E0,7.158663273E-1,9.181763649E0,9.830442443E0
6.230098177E0,-3.438073635E0,7.206547260E-1,9.186552048E0,9.835264718E0
6.232097865E0,-3.440467834E0,7.254431248E-1,9.191340446E0,9.840926067E0
6.234098294E0,-3.438073635E0,7.254431248E-1,9.191340446E0,9.840089291E0
6.236098802E0,-3.435679436E0,7.206547260E-1,9.188945770E0,9.836664109E0
6.238099701E0,-3.447650433E0,7.158663273E-1,9.184157372E0,9.836030944E0
6.240100091E0,-3.438073635E0,7.206547260E-1,9.186552048E0,9.835264718E0
6.242101185E0,-3.433285236E0,7.254431248E-1,9.191340446E0,9.838417273E0
6.244102240E0,-3.433285236E0,7.254431248E-1,9.198522568E0,9.845127357E0
6.246103841E0,-3.430891037E0,7.182605267E-1,9.203310966E0,9.848240667E0
6.248103841E0,-3.428496838E0,7.158663273E-1,9.205705643E0,9.849470623E0
6.250103880E0,-3.428496838E0,7.230489254E-1,9.210494041E0,9.854470600E0
6.252104935E0,-3.433285236E0,7.302315235E-1,9.210494041E0,9.856667088E0
6.254104662E0,-3.428496838E0,7.182605267E-1,9.217676163E0,9.860833768E0
6.256104427E0,-3.423708439E0,7.206547260E-1,9.210494041E0,9.852630268E0
6.258104740E0,-3.423708439E0,7.230489254E-1,9.210494041E0,9.852805677E0
6.260105247E0,-3.428496838E0,7.158663273E-1,9.210494041E0,9.853946197E0
6.262106380E0,-3.426102638E0,7.086837292E-1,9.215282440E0,9.857070679E0
6.264106576E0,-3.418920040E0,7.110779285E-1,9.210494041E0,9.850271395E0
6.266107396E0,-3.421314240E0,7.158663273E-1,9.208099365E0,9.849210610E0
6.268108451E0,-3.421314240E0,7.230489254E-1,9.200917244E0,9.843021335E0
6.270109193E0,-3.421314240E0,7.134721279E-1,9.198522568E0,9.840083894E0
6.272110169E0,-3.433285236E0,7.062895298E-1,9.193734169E0,9.839260154E0
6.274111537E0,-3.426102638E0,7.110779285E-1,9.203310966E0,9.846052196E0
6.276113412E0,-3.426102638E0,7.134721279E-1,9.188945770E0,9.832799506E0
6.278114935E0,-3.428496838E0,7.110779285E-1,9.181763649E0,9.826749518E0
6.280116224E0,-3.421314240E0,7.158663273E-1,9.186552048E0,9.829068839E0
6.282117435E0,-3.411737442E0,7.182605267E-1,9.186552048E0,9.825914160E0
6.284118490E0,-3.409343243E0,7.230489254E-1,9.176975250E0,9.816480828E0
6.286119818E0,-3.406949043E0,7.182605267E-1,9.174580574E0,9.813059089E0
6.288121302E0,-3.414131641E0,7.206547260E-1,9.169792175E0,9.811255100E0
6.290121771E0,-3.416525841E0,7.206547260E-1,9.179368973E0,9.821038987E0
6.292122591E0,-3.411737442E0,7.302315235E-1,9.184157372E0,9.824557857E0
6.294123919E0,-3.414131641E0,7.350199223E-1,9.179368973E0,9.821270992E0
6.296124310E0,-3.414131641E0,7.350199223E-1,9.184157372E0,9.825746576E0
6.298123802E0,-3.402160645E0,7.350199223E-1,9.174580574E0,9.812638791E0
6.300124349E0,-3.402160645E0,7.374141216E-1,9.172186852E0,9.810580425E0
6.302124622E0,-3.397372246E0,7.469909191E-1,9.167398453E0,9.805168433E0
6.304125716E0,-3.390189648E0,7.445967197E-1,9.167398453E0,9.802499911E0
6.306126576E0,-3.383007050E0,7.398083210E-1,9.160215378E0,9.792936169E0
6.308126810E0,-3.387795448E0,7.398083210E-1,9.172186852E0,9.805788392E0
6.310126576E0,-3.387795448E0,7.374141216E-1,9.174580574E0,9.807847179E0
6.312125716E0,-3.383007050E0,7.398083210E-1,9.165003777E0,9.797415336E0
6.314125482E0,-3.385401249E0,7.278373241E-1,9.179368973E0,9.810785062E0
6.316124583E0,-3.383007050E0,7.278373241E-1,9.188945770E0,9.818920930E0
6.318124349E0,-3.385401249E0,7.278373241E-1,9.179368973E0,9.810785062E0
6.320124662E0,-3.392583847E0,7.302315235E-1,9.162610054E0,9.797769452E0
6.322124622E0,-3.397372246E0,7.374141216E-1,9.167398453E0,9.804443490E0
6.324124896E0,-3.409343243E0,7.326257229E-1,9.176975250E0,9.817190868E0
6.326124974E0,-3.406949043E0,7.374141216E-1,9.184157372E0,9.823432597E0
6.328124232E0,-3.406949043E0,7.398083210E-1,9.179368973E0,9.819136055E0
6.330123763E0,-3.399766445E0,7.302315235E-1,9.174580574E0,9.811451405E0
6.332122904E0,-3.409343243E0,7.445967197E-1,9.181763649E0,9.822567349E0
6.334123060E0,-3.423708439E0,7.374141216E-1,9.198522568E0,9.842681367E0
6.336123802E0,-3.433285236E0,7.350199223E-1,9.186552048E0,9.834655069E0
6.338124115E0,-3.430891037E0,7.302315235E-1,9.179368973E0,9.826752573E0
6.340124701E0,-3.430891037E0,7.278373241E-1,9.188945770E0,9.835521585E0
6.342125599E0,-3.445256233E0,7.350199223E-1,9.188945770E0,9.841075610E0
6.344126224E0,-3.447650433E0,7.350199223E-1,9.196128845E0,9.848620895E0
6.346126107E0,-3.452438831E0,7.230489254E-1,9.198522568E0,9.851647124E0
6.348126810E0,-3.464409828E0,7.302315235E-1,9.203310966E0,9.860847138E0
6.350127591E0,-3.464409828E0,7.254431248E-1,9.198522568E0,9.856024585E0
6.352128177E0,-3.478775024E0,7.182605267E-1,9.196128845E0,9.858324381E0
6.354128919E0,-3.478775024E0,7.206547260E-1,9.212887764E0,9.874133879E0
6.356129583E0,-3.481169224E0,7.278373241E-1,9.200917244E0,9.864338015E0
6.358130677E0,-3.493140221E0,7.254431248E-1,9.205705643E0,9.872857373E0
6.360132122E0,-3.485957623E0,7.254431248E-1,9.208099365E0,9.872550947E0
6.362133529E0,-3.488351822E0,7.206547260E-1,9.200917244E0,9.866347845E0
6.364134115E0,-3.490746021E0,7.134721279E-1,9.181763649E0,9.848813836E0
6.366134115E0,-3.490746021E0,7.086837292E-1,9.191340446E0,9.857397203E0
6.368135013E0,-3.493140221E0,7.086837292E-1,9.186552048E0,9.853780988E0
6.370135326E0,-3.493140221E0,7.086837292E-1,9.179368973E0,9.847084643E0
6.372135990E0,-3.495534420E0,7.062895298E-1,9.184157372E0,9.852225759E0
6.374136732E0,-3.488351822E0,6.967126727E-1,9.188945770E0,9.853462912E0
6.376137787E0,-3.502717018E0,6.943184733E-1,9.184157372E0,9.853925678E0
6.378138685E0,-3.493140221E0,7.086837292E-1,9.186552048E0,9.853780988E0
6.380139115E0,-3.497928619E0,7.062895298E-1,9.167398453E0,9.837456171E0
6.382140013E0,-3.507505417E0,7.086837292E-1,9.167398453E0,9.841037611E0
6.384141302E0,-3.505111217E0,6.991068721E-1,9.176975250E0,9.848422707E0
6.386141888E0,-3.502717018E0,6.991068721E-1,9.179368973E0,9.849801605E0
6.388142396E0,-3.497928619E0,6.991068721E-1,9.172186852E0,9.841405727E0
6.390141458E0,-3.490746021E0,7.015010715E-1,9.176975250E0,9.843489538E0
6.392140638E0,-3.512293816E0,7.062895298E-1,9.179368973E0,9.853723534E0
6.394139974E0,-3.507505417E0,7.086837292E-1,9.165003777E0,9.838806894E0
6.396139779E0,-3.507505417E0,6.991068721E-1,9.167398453E0,9.840352588E0
6.398138958E0,-3.509899616E0,6.967126727E-1,9.167398453E0,9.841036442E0
6.400138685E0,-3.500322819E0,6.991068721E-1,9.174580574E0,9.844487745E0
6.402139115E0,-3.509899616E0,6.991068721E-1,9.167398453E0,9.841206233E0
6.404140521E0,-3.517082214E0,7.110779285E-1,9.165003777E0,9.842397744E0
6.406140872E0,-3.509899616E0,7.062895298E-1,9.162610054E0,9.837258928E0
6.408141966E0,-3.509899616E0,7.206547260E-1,9.174580574E0,9.849450099E0
6.410143021E0,-3.512293816E0,7.182605267E-1,9.176975250E0,9.852359148E0
6.412143841E0,-3.505111217E0,7.182605267E-1,9.169792175E0,9.843108826E0
6.414144818E0,-3.507505417E0,7.206547260E-1,9.167398453E0,9.841906923E0
6.416144662E0,-3.517082214E0,7.326257229E-1,9.162610054E0,9.841749375E0
6.418145287E0,-3.517082214E0,7.302315235E-1,9.179368973E0,9.857176072E0
6.420145990E0,-3.524264812E0,7.206547260E-1,9.179368973E0,9.859036486E0
6.422146771E0,-3.519476414E0,7.230489254E-1,9.179368973E0,9.857501139E0
6.424148099E0,-3.519476414E0,7.230489254E-1,9.174580574E0,9.853042306E0
6.426149662E0,-3.519476414E0,7.374141216E-1,9.169792175E0,9.849648844E0
6.428150482E0,-3.521870613E0,7.445967197E-1,9.181763649E0,9.862189442E0
6.430150951E0,-3.514688015E0,7.350199223E-1,9.176975250E0,9.854448786E0
6.432151810E0,-3.519476414E0,7.326257229E-1,9.179368973E0,9.858208225E0
6.434152982E0,-3.521870613E0,7.350199223E-1,9.181763649E0,9.861471016E0
6.436153451E0,-3.517082214E0,7.422025204E-1,9.184157372E0,9.862529012E0
6.438154037E0,-3.512293816E0,7.302315235E-1,9.179368973E0,9.855468566E0
6.440154232E0,-3.507505417E0,7.374141216E-1,9.188945770E0,9.863219465E0
6.442154701E0,-3.500322819E0,7.422025204E-1,9.188945770E0,9.861026761E0
6.444155169E0,-3.505111217E0,7.374141216E-1,9.198522568E0,9.871291793E0
6.446155912E0,-3.500322819E0,7.422025204E-1,9.200917244E0,9.872183272E0
6.448156341E0,-3.490746021E0,7.517793179E-1,9.198522568E0,9.867284194E0
6.450156458E0,-3.490746021E0,7.445967197E-1,9.212887764E0,9.880133249E0
6.452156576E0,-3.490746021E0,7.422025204E-1,9.205705643E0,9.873256238E0
6.454156888E0,-3.502717018E0,7.350199223E-1,9.203310966E0,9.874725998E0
6.456157318E0,-3.500322819E0,7.350199223E-1,9.203310966E0,9.873876993E0
6.458158451E0,-3.493140221E0,7.398083210E-1,9.198522568E0,9.867226681E0
6.460158177E0,-3.481169224E0,7.493851185E-1,9.212887764E0,9.877115883E0
6.462157747E0,-3.476380825E0,7.422025204E-1,9.212887764E0,9.874886793E0
6.464157318E0,-3.476380825E0,7.398083210E-1,9.215282440E0,9.876941351E0
6.466157122E0,-3.478775024E0,7.374141216E-1,9.217676163E0,9.879838516E0
6.468157005E0,-3.483563423E0,7.493851185E-1,9.212887764E0,9.877959968E0
6.470157162E0,-3.476380825E0,7.517793179E-1,9.208099365E0,9.871144296E0
6.472156888E0,-3.466804028E0,7.398083210E-1,9.208099365E0,9.866870853E0
6.474157435E0,-3.476380825E0,7.445967197E-1,9.198522568E0,9.861666459E0
6.476158138E0,-3.459621429E0,7.493851185E-1,9.210494041E0,9.867307585E0
6.478159154E0,-3.457227230E0,7.493851185E-1,9.208099365E0,9.864232970E0
6.480158490E0,-3.452438831E0,7.469909191E-1,9.193734169E0,9.848963260E0
6.482158529E0,-3.454833031E0,7.493851185E-1,9.200917244E0,9.856689478E0
6.484158919E0,-3.450044632E0,7.374141216E-1,9.205705643E0,9.858580219E0
6.486158685E0,-3.457227230E0,7.350199223E-1,9.215282440E0,9.869858401E0
6.488159076E0,-3.452438831E0,7.278373241E-1,9.205705643E0,9.858706682E0
6.490158997E0,-3.452438831E0,7.350199223E-1,9.193734169E0,9.848062558E0
6.492158802E0,-3.442862034E0,7.350199223E-1,9.191340446E0,9.842473900E0
6.494159779E0,-3.438073635E0,7.398083210E-1,9.184157372E0,9.834450330E0
6.496159427E0,-3.440467834E0,7.326257229E-1,9.165003777E0,9.816865772E0
6.498159271E0,-3.438073635E0,7.302315235E-1,9.174580574E0,9.824790945E0
6.500159427E0,-3.430891037E0,7.350199223E-1,9.179368973E0,9.827109561E0
6.502160677E0,-3.433285236E0,7.374141216E-1,9.188945770E0,9.837070269E0
6.504161732E0,-3.433285236E0,7.278373241E-1,9.191340446E0,9.838594101E0
6.506162513E0,-3.430891037E0,7.278373241E-1,9.172186852E0,9.819866196E0
6.508163685E0,-3.428496838E0,7.206547260E-1,9.176975250E0,9.822973508E0
6.510164232E0,-3.418920040E0,7.278373241E-1,9.162610054E0,9.806741784E0
6.512164310E0,-3.423708439E0,7.326257229E-1,9.165003777E0,9.811004747E0
6.514165287E0,-3.433285236E0,7.230489254E-1,9.153033257E0,9.802462194E0
6.516166302E0,-3.428496838E0,7.326257229E-1,9.143456459E0,9.792554674E0
6.518166615E0,-3.423708439E0,7.326257229E-1,9.150638580E0,9.797586762E0
6.520167708E0,-3.435679436E0,7.302315235E-1,9.145850182E0,9.797127477E0
6.522167552E0,-3.428496838E0,7.254431248E-1,9.145850182E0,9.794255145E0
6.524168997E0,-3.430891037E0,7.278373241E-1,9.150638580E0,9.799742186E0
6.526168685E0,-3.421314240E0,7.302315235E-1,9.157821655E0,9.803281424E0
6.528169310E0,-3.430891037E0,7.350199223E-1,9.153033257E0,9.802514238E0
6.530169662E0,-3.433285236E0,7.374141216E-1,9.169792175E0,9.819181007E0
6.532170052E0,-3.423708439E0,7.445967197E-1,9.148244858E0,9.796253760E0
6.534170794E0,-3.418920040E0,7.422025204E-1,9.148244858E0,9.794399563E0
6.536171810E0,-3.416525841E0,7.350199223E-1,9.143456459E0,9.788549388E0
6.538172904E0,-3.418920040E0,7.422025204E-1,9.143456459E0,9.789927213E0
6.540173216E0,-3.421314240E0,7.302315235E-1,9.155426979E0,9.801044453E0
6.542174154E0,-3.440467834E0,7.350199223E-1,9.153033257E0,9.805870232E0
6.544175052E0,-3.442862034E0,7.374141216E-1,9.157821655E0,9.811359541E0
6.546176380E0,-3.442862034E0,7.445967197E-1,9.167398453E0,9.820840985E0
6.548177162E0,-3.442862034E0,7.422025204E-1,9.174580574E0,9.827364462E0
6.550178255E0,-3.435679436E0,7.302315235E-1,9.169792175E0,9.819481646E0
6.552179544E0,-3.442862034E0,7.278373241E-1,9.179368973E0,9.830760952E0
6.554180013E0,-3.452438831E0,7.278373241E-1,9.184157372E0,9.838588704E0
6.556180326E0,-3.459621429E0,7.302315235E-1,9.186552048E0,9.843523609E0
6.558180638E0,-3.459621429E0,7.230489254E-1,9.205705643E0,9.860871998E0
6.560181302E0,-3.464409828E0,7.350199223E-1,9.210494041E0,9.867907085E0
6.562181497E0,-3.471592426E0,7.302315235E-1,9.203310966E0,9.863372892E0
6.564181732E0,-3.469198227E0,7.302315235E-1,9.203310966E0,9.862530464E0
6.566181458E0,-3.469198227E0,7.254431248E-1,9.193734169E0,9.853240687E0
6.568181849E0,-3.466804028E0,7.278373241E-1,9.196128845E0,9.854809134E0
6.570182122E0,-3.473986626E0,7.254431248E-1,9.205705643E0,9.866096857E0
6.572183451E0,-3.481169224E0,7.302315235E-1,9.198522568E0,9.862281413E0
6.574184740E0,-3.488351822E0,7.278373241E-1,9.184157372E0,9.851248257E0
6.576185716E0,-3.485957623E0,7.254431248E-1,9.198522568E0,9.863619300E0
6.578186263E0,-3.481169224E0,7.230489254E-1,9.210494041E0,9.872919497E0
6.580187591E0,-3.476380825E0,7.182605267E-1,9.215282440E0,9.875350742E0
6.582188997E0,-3.483563423E0,7.230489254E-1,9.215282440E0,9.878230830E0
6.584190052E0,-3.478775024E0,7.206547260E-1,9.212887764E0,9.874133879E0
6.586190755E0,-3.478775024E0,7.158663273E-1,9.200917244E0,9.862617219E0
6.588191302E0,-3.476380825E0,7.206547260E-1,9.191340446E0,9.853187610E0
6.590191771E0,-3.476380825E0,7.278373241E-1,9.188945770E0,9.851481877E0
6.592192787E0,-3.478775024E0,7.302315235E-1,9.179368973E0,9.843572953E0
6.594194466E0,-3.478775024E0,7.278373241E-1,9.176975250E0,9.841163426E0
6.596196458E0,-3.478775024E0,7.302315235E-1,9.186552048E0,9.850271685E0
6.598198060E0,-3.469198227E0,7.206547260E-1,9.181763649E0,9.841720545E0
6.600200208E0,-3.471592426E0,7.230489254E-1,9.186552048E0,9.847207332E0
6.602202708E0,-3.478775024E0,7.230489254E-1,9.181763649E0,9.845275980E0
6.604205677E0,-3.476380825E0,7.302315235E-1,9.181763649E0,9.844960407E0
6.606208255E0,-3.462015629E0,7.374141216E-1,9.179368973E0,9.838198338E0
6.608210833E0,-3.462015629E0,7.206547260E-1,9.179368973E0,9.836956348E0
6.610212630E0,-3.464409828E0,7.350199223E-1,9.179368973E0,9.838861951E0
6.612214271E0,-3.464409828E0,7.350199223E-1,9.176975250E0,9.836628716E0
6.614215638E0,-3.473986626E0,7.278373241E-1,9.162610054E0,9.826075170E0
6.616216771E0,-3.466804028E0,7.230489254E-1,9.160215378E0,9.820950854E0
6.618218099E0,-3.462015629E0,7.254431248E-1,9.160215378E0,9.819438156E0
6.620219466E0,-3.452438831E0,7.278373241E-1,9.165003777E0,9.820711546E0
6.622219857E0,-3.466804028E0,7.254431248E-1,9.167398453E0,9.827827445E0
6.624221615E0,-3.452438831E0,7.206547260E-1,9.169792175E0,9.824650918E0
6.626222904E0,-3.457227230E0,7.254431248E-1,9.167398453E0,9.824453279E0
6.628224740E0,-3.466804028E0,7.230489254E-1,9.160215378E0,9.820950854E0
6.630226537E0,-3.464409828E0,7.158663273E-1,9.162610054E0,9.821813634E0
6.632227396E0,-3.473986626E0,7.182605267E-1,9.155426979E0,9.818672233E0
6.634228880E0,-3.457227230E0,7.278373241E-1,9.157821655E0,9.815694818E0
6.636230560E0,-3.464409828E0,7.230489254E-1,9.160215378E0,9.820105955E0
6.638231849E0,-3.466804028E0,7.206547260E-1,9.160215378E0,9.820774876E0
6.640233685E0,-3.462015629E0,7.158663273E-1,9.160215378E0,9.818735284E0
6.642235013E0,-3.466804028E0,7.158663273E-1,9.167398453E0,9.827125172E0
6.644236263E0,-3.469198227E0,7.134721279E-1,9.157821655E0,9.818863289E0
6.646237474E0,-3.473986626E0,7.182605267E-1,9.150638580E0,9.814207441E0
6.648238607E0,-3.471592426E0,7.230489254E-1,9.157821655E0,9.820409930E0
6.650239544E0,-3.471592426E0,7.182605267E-1,9.165003777E0,9.826756656E0
6.652240443E0,-3.471592426E0,7.158663273E-1,9.165003777E0,9.826581949E0
6.654242279E0,-3.471592426E0,7.206547260E-1,9.167398453E0,9.829165356E0
6.656244076E0,-3.471592426E0,7.230489254E-1,9.162610054E0,9.824875405E0
6.658245482E0,-3.478775024E0,7.182605267E-1,9.162610054E0,9.827064509E0
6.660246458E0,-3.483563423E0,7.182605267E-1,9.162610054E0,9.828760619E0
6.662247279E0,-3.485957623E0,7.206547260E-1,9.157821655E0,9.825321432E0
6.664248685E0,-3.488351822E0,7.182605267E-1,9.160215378E0,9.828226818E0
6.666250052E0,-3.485957623E0,7.278373241E-1,9.162610054E0,9.830313867E0
6.668251771E0,-3.488351822E0,7.182605267E-1,9.176975250E0,9.843849418E0
6.670252943E0,-3.478775024E0,7.206547260E-1,9.172186852E0,9.836169506E0
6.672254622E0,-3.502717018E0,7.326257229E-1,9.229647636E0,9.899099073E0
6.674255990E0,-3.584120035E0,7.230489254E-1,9.203310966E0,9.903012114E0
6.676257591E0,-3.722983599E0,7.062895298E-1,9.064447403E0,9.824645464E0
6.678259583E0,-3.883395195E0,6.919242740E-1,8.980650902E0,9.808751606E0
6.680260716E0,-4.046200752E0,6.991068721E-1,8.944737434E0,9.842195828E0
6.682261419E0,-4.197035789E0,7.254431248E-1,8.916007042E0,9.881121329E0
6.684262279E0,-4.268861771E0,7.541735172E-1,8.896853447E0,9.896765116E0
6.686263802E0,-4.268861771E0,7.757213712E-1,8.894459724E0,9.896279010E0
6.688265599E0,-4.232948780E0,7.852981687E-1,8.894459724E0,9.881597157E0
6.690267474E0,-4.127603531E0,8.116343617E-1,8.904036522E0,9.847727029E0
6.692268685E0,-3.979163170E0,8.475474119E-1,8.920795441E0,9.804726791E0
6.694269076E0,-3.773261786E0,8.619126081E-1,8.968679428E0,9.768193719E0
6.696269349E0,-3.512293816E0,8.714894056E-1,9.023746490E0,9.722330089E0
6.698270091E0,-3.148375273E0,8.499416113E-1,9.088389397E0,9.655749035E0
6.700270404E0,-2.480392933E0,8.212111592E-1,9.279925346E0,9.640733961E0
6.702270755E0,-1.359906554E0,7.589619160E-1,9.610325813E0,9.735693671E0
6.704272162E0,-5.770025849E-1,6.560112834E-1,9.653421402E0,9.692875092E0
6.706273490E0,-4.213795066E-1,5.793967843E-1,9.445125580E0,9.472257310E0
6.708275482E0,-5.315127969E-1,5.410895944E-1,9.229647636E0,9.260760190E0
6.710277122E0,-7.302315235E-1,5.099649429E-1,9.066842079E0,9.110484488E0
6.712277943E0,-8.164227605E-1,4.812345505E-1,8.968679428E0,9.018610952E0
6.714279701E0,-1.010353088E0,4.285621047E-1,8.772355080E0,8.840740494E0
6.716281615E0,-1.242590666E0,3.447650373E-1,8.604761124E0,8.700851021E0
6.718283294E0,-1.503558636E0,2.370259613E-1,8.451532364E0,8.587506575E0
6.720284310E0,-1.786074519E0,1.173158810E-1,8.283937454E0,8.475107371E0
6.722285208E0,-2.054224968E0,1.675941236E-2,8.130708694E0,8.386211598E0
6.724286146E0,-2.336740971E0,-7.182604820E-2,7.977479935E0,8.312984028E0
6.726286732E0,-2.597708941E0,-1.364694983E-1,7.814674377E0,8.236252260E0
6.728287513E0,-2.827552319E0,-1.795651317E-1,7.649474621E0,8.157313144E0
6.730288685E0,-3.052607059E0,-1.843535304E-1,7.481880188E0,8.082754928E0
6.732289505E0,-3.272873640E0,-1.508347094E-1,7.362170219E0,8.058287865E0
6.734290638E0,-3.383007050E0,-1.221042871E-1,7.299921036E0,8.046644846E0
6.736291849E0,-3.605667830E0,-5.506663769E-2,7.182605267E0,8.037020048E0
6.738293216E0,-3.871424198E0,1.915361360E-2,7.079654217E0,8.069064135E0
6.740293958E0,-4.168305397E0,1.125274822E-1,6.986280441E0,8.136064572E0
6.742293919E0,-4.474762917E0,2.130839527E-1,6.909666061E0,8.234828050E0
6.744294349E0,-4.795586109E0,3.232172430E-1,6.852205276E0,8.369876503E0
6.746295443E0,-5.106832027E0,4.453215301E-1,6.816292286E0,8.528768091E0
6.748296693E0,-5.401319027E0,5.530605912E-1,6.801927090E0,8.703237063E0
6.750297904E0,-5.700594425E0,6.416460276E-1,6.825869083E0,8.916331935E0
6.752298412E0,-5.973533154E0,7.422025204E-1,6.856993675E0,9.124271214E0
6.754298880E0,-6.222530365E0,8.068459630E-1,6.926425457E0,9.345921793E0
6.756299701E0,-6.457161903E0,8.451532125E-1,7.046135426E0,9.594646853E0
6.758301263E0,-6.552929878E0,8.690952063E-1,7.117961884E0,9.713989800E0
6.760302943E0,-6.730101109E0,9.002198577E-1,7.280767441E0,9.955613052E0
6.762304115E0,-6.866570473E0,9.361328483E-1,7.489062786E0,1.020353841E1
6.764305404E0,-6.976703644E0,9.864110947E-1,7.745242596E0,1.047072984E1
6.766306576E0,-7.060500622E0,1.034295082E0,8.070854187E0,1.077307396E1
6.768307669E0,-7.129932880E0,1.091755986E0,8.530540466E0,1.117130228E1
